AutoNumber,NUMBER OF INDIVID,CollectionNumber,TYPE,NoOfPlantVouchers,Family_ID,Genus_ID,Species_Author,Morphospecies,Local_Name,Local_Name_Comments,LocalInformantName,LocalUse,Collector,DNAcutsShape,DNAcutsDryWeight,DNAcutsNumber,SLA_from_disks,DBH,Determined by,Determination date,Locality_Code,X_coordinate,Y_coordinate,Point,Angle,Dist,MeasurementCorner,subplot_column,subplot_row,Theta,Note,BA,CutdownDate,RecordedBy,GrowthForm,HostTreeNumber,PlantVouchersFruits,PlantVouchersFlowers,PlantVouchersLeaves,VoucherFertile,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,MatureLeafSampleWetWeight,MatureLeafSampleDryWeight,MatureLeafNumberOfFrames,WholeTreeMatureLeafArea,NumberOfMatureLeavesInFrames,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,SLA_ex_frames,YoungLeafTotalWeight,YoungLeafSampleWetWeight,YoungLeafSampleDryWeight,WholeTreeYoungLeafArea,YoungLeafNumberOfFrames,NumberOfYoungLeavesInFrame,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,WoodSampleFreshWeight,WoodSampleDryWeight,WoodSampleVolume,TimberBaitAwet_wt,TimberBaitAdry_wt,TimberBaitBwet_wt,TimberBaitBdry_wt,TimberBaitCwet_wt,TimberBaitCdry_wt,NumberOfAntTermiteVials,NumberOfSpiderVials,TreeCavities,deadminesCAT001,deadminesCAT002,deadminesCAT003,deadminesCAT004,deadminesCAT005,deadminesCAT006,deadminesCAT007,deadminesCAT008,deadminesCAT009,deadminesCAT010,GeneralTreeDescription,ButtressesHeight,StiltRootsHeight,SpinesOrThorns,OuterBarkTexture-smooth,OuterBarkTexture-rough,OuterBarkTexture-flaky,OuterBarkTexture-lenticels,fissures-vertical,fissures-horizontal,fissures-broad,fissures-narrow,bark-black,bark-darkbrown,bark-brown,bark-lightbrown,bark-orange,bark-yellow,bark-red,bark-pink,bark-white,bark-cream,bark-grey,bark-green,cambium-black,cambium-darkbrown,cambium-brown,cambium-lightbrown,cambium-orange,cambium-yellow,cambium-red,cambium-pink,cambium-white,cambium-cream,cambium-grey,cambium-green,wood-black,wood-darkbrown,wood-brown,wood-lightbrown,wood-orange,wood-yellow,wood-red,wood-pink,wood-white,wood-cream,wood-grey,wood-green,exudate-absent,exudate-white,exudate-cream,exudate-yellow,exudate-orange,exudate-red,exudate-black,exudate-colorless,FernStipePersistence,FernStipeArrangement,FernStipeLength,FernFrondLength,FernLongest PinnaeLength,UpperFrondSurfaceTexture,UpperFrondSurfaceColor,LowerFrondSurfaceTexture,LowerFrondSurfaceColor,RhizomeSurfaceTexture,RhizomeSurfaceColor,EpiFernHeightMin,EpiFernHeightMax,EpiFernOrientation,comments,DNA samples sequenced,%Carbon,%Nitrogen,LAE_2013_set,fertile,sterile,bark-OTHER,cambium-OTHER,wood-OTHER,exudate-OTHER,BRU,sterile_MIN,Genus,species,Plantnetcode,
23358,1,YP3A0149,P,3,253,1599,9565,,zii; koyongkoyong macno,,Samuel,,"Weiblen, G. D.",disc,0.412,10,100.8245752427,6.5,K. Damas,8/17/2011,YA,,,B5,295,9,,,,,climber on 0148,,10/30/2010,Salape,climber,,FALSE,FALSE,FALSE,TRUE,3,25,10.2,2,32.1,0,,,,,,100.8245773315,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Uncaria,nervosa,Uncaria_nervosa,_
23359,1,YP3A0150,P,12,273,1735,7519,,jovi jovi,,samuel,"timber for house construction, fence posts and firewood; fish poison","Weiblen, G. D.",disc,0.318,10,130.6280660377,26.8,"Damas, K.",3/18/2011,YA,,,A5,5,5.54,,,,,,,10/29/2010,Salape,tree,,FALSE,FALSE,FALSE,TRUE,7.1,14.72,10.2,20,44.3,11.44,,,,,,130.6280670166,0.03,42,,,,,,,,41.04,104.2,,,,,,,7,,FALSE,4,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Turpinia,pentandra,Turpinia_pentandra,_
23362,1,YP3A0153,P,12,155,923,6996,,dango,,Samuel,"timber for house, shed and fencing construction; firewood","Weiblen, G. D.",disc,0.365,10,113.8074657534,11.7,K. Damas,8/17/2011,YA,,,A5,335,8.15,,,,,,,10/28/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,4.2,7.7,7.2,10,26.1,12.28,,,,,,113.8074645996,,,,,,,,,,53.69,115.3,,,,,,,1,,FALSE,15,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Actinodaphne,nitida,Actinodaphne_nitida,_
23363,1,YP3A0154,P,12,22,183,9130,,katat,,Samuel,"edible young shoots; timber for flooring, bows and arrows; fruit chewed as a substituted for betelnut","Weiblen, G. D.",disc,0.535,10,77.6443457944,13.6,S. Senart,8/17/2011,YA,,,A4,115,4.34,,,,,,,10/29/2010,Salape,palm,,FALSE,FALSE,FALSE,TRUE,15,4.8,4.1,9,61.2,26.19,,,,,,77.6443481445,0.6865,89.1,29,,,,,,,65.63,103.4,,,,,,,2,,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Heterospathe,muelleriana,Heterospathe_muelleriana,_
23365,1,YP3A0156,P,,212,1286,2134,,umong,,Samuel,"split stems used for fencing, flooring, house posts, and fireplaces; leaves used for roofing and weaving; roots used in tying grass skirts","Weiblen, G. D.",disc,0.257,10,161.6331712062,5.8,S. Senart,8/17/2011,YA,,,A4,90,8.41,,,,,L M=6.9,,10/25/2010,Salape,pandanus,,FALSE,FALSE,FALSE,FALSE,4.89,3.92,3.3,3,,0,,,,,,161.6331787109,0.1306,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,TRUE,FALSE,TRUE,,,,,FALSE,,Pandanus,angiensis,Pandanus_angiensis,_
23366,1,YP3A0157,P,,192,1146,9574,,kec; nim; kanombingbing,,,timber for house post and framing; axe and spade handles,"Weiblen, G. D.",disc,0.27,10,153.8508333333,7.5,K. Damas,8/17/2011,YA,,,A4,0,3,,,,,,,10/25/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,4.94,5.77,2.5,3,40.2,0,,,,,,153.8508300781,,,,,,,,,,,,,,,,,,,1,FALSE,1,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,TRUE,FALSE,TRUE,,,,,FALSE,,Syzygium,acuminatissimum,Syzygium_acuminatissimum,_
23368,1,YP3A0159,P,3,192,1146,9574,,kec; nim; kanombingbing,,Samuel,timber for house post and framing; axe and spade handles,"Weiblen, G. D.",disc,0.303,10,137.0948019802,5.1,H. Nowatuo,6/19/2013,YA,,,A4,5,6.41,,,,,,,10/23/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,4.27,3.47,2.65,2.5,43.8,0,,,,,,137.0948028564,,,,,,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Syzygium,acuminatissimum,Syzygium_acuminatissimum,_
23369,1,YP3A0160,P,3,212,1286,2134,,umong,,Samuel,"split stems used for fencing, flooring, house posts, and fireplaces; leaves used for roofing and weaving; roots used in tying grass skirts","Weiblen, G. D.",disc,0.488,10,85.1223872951,15.3,S. Senart,8/17/2011,YA,,,A4,0,7,,,,,Stilled   dbh later,,10/25/2010,salape,pandanus,,FALSE,FALSE,FALSE,FALSE,9.69,4,6.3,14,126.9,38.33,,,,,,85.1223907471,0.5224,126.9,,,,,,,,12.46,59.6,,,,,,,,,FALSE,,,,,,,,,,,,,3,These two,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Pandanus,angiensis,Pandanus_angiensis,_
23370,1,YP3A0161,P,12,273,1735,7519,,jovi jovi,,Samuel,"timber for house construction, fence posts and firewood; fish poison","Weiblen, G. D.",disc,0.394,10,105.4307741117,34.1,"Sosanika, G.",6/22/2011,YA,,,A4,330,5.52,,,,,,,10/29/2010,Salape,tree,,FALSE,FALSE,FALSE,TRUE,15.6,18.2,9.1,16,36.5,0,,,,,,105.430770874,0.05,30.5,,,,,,,,,,,,,,,,,,FALSE,7,1,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Turpinia,pentandra,Turpinia_pentandra,_
23371,1,YP3A0162,P,3,180,1034,8598,,bonom,,Samuel,"timber for house, kundu drums, and garamut construction","Weiblen, G. D.",disc,0.221,10,187.9625565611,7.4,K. Damas,8/19/2011,YA,,,A3,85,0.61,,,,,,,10/22/2010,Gibson,tree,,FALSE,FALSE,FALSE,FALSE,4.66,3.32,3.3,0.2702,26,0,,,,,,187.9625549316,,,,,,,,,,,,,,,,,,1,1,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Toona,sureni,Toona_sureni,_
23374,1,YP3A0165,P,3,253,1589,9578,,nombotnombot,,Samuel,"timber for digging tools and light construction including fencing, and sheds; flowers used in hunting to entice birds","Weiblen, G. D.",disc,0.328,10,126.6455030488,5.6,G. Sosanika,8/16/2011,YA,,,A3,80,6.48,,,,,,,10/22/2010,Gibson,tree,,FALSE,FALSE,FALSE,TRUE,1.74,4.62,2.3,2.5,58.6,0,,,,,,126.6455001831,0.2926,56.2,,,,,,,,,,,,,,,,,1,FALSE,9,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Psychotria,murmurensis,Psychotria_murmurensis,_
23375,1,YP3A0166,P,3,112,632,9560,,fadodot,,Samuel,"timber for house, shed and fencing construction; firewood; sap swallowed for scabies and other infections","Weiblen, G. D.",disc,0.263,10,157.9457224335,7.2,G. Sosanika,9/2/2011,YA,,,A3,130,5.67,,,,,,,10/25/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,5,1.95,1,9.2,30.1,0,,,,,,157.9457244873,,,,,,,,,,,,,,,,,,1,,FALSE,1,2,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Sloanea,tieghemii,Sloanea_tieghemii,_
23376,1,YP3A0167,P,3,186,1088,4716,,borup,,Samuel,fruits eaten by cuscus; timber for shed and fence construction,"Weiblen, G. D.",disc,0.289,10,143.7360726644,5,"Weiblen, G. D.",6/3/2011,YA,,,B3,155,3.23,,,,,,,10/22/2010,Gibson,tree,,FALSE,FALSE,FALSE,FALSE,5.2,2.73,3.7,2,52.4,0,,,,,,143.7360687256,0.0789,55.3,,,,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Ficus,congesta,Ficus_congesta,_
23377,1,YP3A0168,P,3,180,1026,7993,,sobon,,Samuel,"timber for house, shed, and fencing construction","Weiblen, G. D.",disc,0.399,10,104.1095864662,7.5,G. D. Weiblen,8/19/2014,YA,,,B3,150,4.74,,,,,,,10/22/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,4.77,8.65,3.1,4,51.4,0,,,,,,104.109588623,,,,,,,,,,,,,,,,,,1,1,FALSE,5,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,cf brassii,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Aglaia,rimosa,Aglaia_rimosa,_
23378,1,YP3A0169,P,3,128,806,5167,,bocboc,,Samuel,timber for house and fencing construction; animal feed,"Weiblen, G. D.",disc,0.224,10,185.4452008929,7.6,K. Damas,8/11/2011,YA,,,B3,170,3.64,,,,,L  horizontal   M,,10/22/2010,Gibson,shrub,,FALSE,FALSE,FALSE,FALSE,0.52,3.7,2.6,0.5,45.2,0,,,,,,185.4452056885,,,,,,,,,,,,,,,,,,,1,FALSE,3,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Cyrtandra,erectiloba,Cyrtandra_erectiloba,_
23379,1,YP3A0170,P,12,179,1008,9616,,ipa ipa,,Mangan,"timber for house, shed, and fencing construction","Weiblen, G. D.",,0.443,10,93.7691309255,23.3,K. Molem,10/22/2015,YA,,,B3,70,6.44,,,,,,,10/15/2010,Keneth M,tree,,FALSE,FALSE,FALSE,TRUE,11.28,14.7,6.9,19,42.3,13.93,,,,,,,319,41.6,,,,,,,,69,144.2,,,,,,,4,1,FALSE,59,,,,,,,,,,,0,0,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Astronidium,morobiense,Astronidium_morobiense,_
23380,1,YP3A0171,P,3,199,1165,2120,,fadot,,Samuel,used in house construction and fencing; firewood,"Weiblen, G. D.",disc,0.252,10,164.8401785714,8.6,"Damas, K.",3/18/2011,YA,,,B3,85,6.82,,,,,,,10/22/2010,salape,tree,,FALSE,FALSE,FALSE,FALSE,3.23,8.4,5.65,9.5,48.5,0,,,,,,164.8401794434,,,,,,,,,,,,,,,,,,,1,FALSE,6,,,,,,,,,,,,1.45,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Schuurmansia,henningsii,Schuurmansia_henningsii,_
23381,1,YP3A0172,P,3,259,1678,9516,,Buso,,Samuel,Post used to build house.,"Weiblen, G. D.",disc,0.359,10,115.70954039,19,H. Nawotuo,8/17/2011,YA,,,C3,140,4.32,,,,,,,10/28/2010,Salape,tree,,FALSE,FALSE,FALSE,FALSE,9.36,17.55,8.2,29.5,35.9,13.1,,,,,,115.7095413208,0.2421,37.7,12,,,,,,,99.28,139,,,,,,,3,,FALSE,4,,,,,,,,,,,1.35,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Planchonella,myrsinodendron,Planchonella_myrsinodendron,_
23383,1,YP3B0121,P,3,212,1286,2579,,jigan,,Magan Vitvit,split stems used for flooring and fireplaces; leaves used for thatched roofing and weaving mats and string bags,"Weiblen, G. D.",disc,,10,,6.4,K. Molem,1/9/2013,YB,,,B4,35,1.16,,,,,,,10/10/2012,Mavis,,,FALSE,FALSE,FALSE,FALSE,2.2,4,4.6,7,58.6,0,,,,,,,0.125,72.6,,,,,,,,,,,,,,,,1,,FALSE,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,TRUE,FALSE,TRUE,,,,,FALSE,,Pandanus,adinobotrys,Pandanus_adinobotrys,_
23384,1,YP3B0122,P,3,112,632,8348,,momon gomon; komelo; gorom,,Mangan vitvit,"timber for house, shed and fencing construction","Weiblen, G. D.",disc,,10,,32.4160764344,H. Nowatuo,2/12/2013,YB,,,B4,25,4.35,,,,,F,,10/12/2012,,,,FALSE,FALSE,FALSE,FALSE,13.26,16.1,13.2,138,42.3,0,,,,,,,0.274,43.8,,,,,,,,,,,,,,,,4,7,FALSE,493,,,,,,,,,,,1.1,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,TRUE,FALSE,TRUE,,,,,FALSE,,Sloanea,sogerensis,Sloanea_sogerensis,_
23386,1,YP3B0124,P,3,22,183,9130,,katat,,Mangan Vitvti,"edible young shoots; timber for flooring, bows and arrows; fruit chewed as a substituted for betelnut","Weiblen, G. D.",disc,,10,,12.7,K. Molem,2/12/2013,YB,,,B4,335,4.5,,,,,,,10/9/2012,Mavis.J,palm,,FALSE,FALSE,FALSE,FALSE,2.9,5.55,5,5,44.6,0,,,,,,,0.1,45.1,,,,,,,,423.7,,,,,,,,,,FALSE,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,TRUE,TRUE,FALSE,,,,,TRUE,,Heterospathe,muelleriana,Heterospathe_muelleriana,_
